district,year,window_start,window_end,district_mm,district_mm_lag1,district_mm_lag2,district_first3d,district_first5d,district_max1d,district_max3d,district_p90,api_start
Sahibzada Ajit Singh Nagar,2023,2023-06-15,2023-06-25,29.425,4.776,47.71,0.906,1.0,13.574,21.272,7.183,17.407
Sangrur,2023,2023-06-15,2023-06-25,9.709,6.547,47.121,6.522,8.331,5.909,6.522,2.147,15.246
Shahid Bhagat Singh Nagar,2023,2023-06-15,2023-06-25,11.433,6.323,53.482,2.105,2.14,3.88,8.992,3.446,20.037
Tarn Taran,2023,2023-06-15,2023-06-25,23.046,13.009,23.216,22.694,22.829,22.626,22.694,2.386,15.361
Amritsar,2023,2023-06-25,2023-07-05,83.284,61.068,16.065,75.78,77.378,68.401,75.78,13.423,31.179
Barnala,2023,2023-06-25,2023-07-05,20.552,18.379,4.611,1.908,2.843,13.227,17.707,4.747,14.898
Bathinda,2023,2023-06-25,2023-07-05,17.469,4.994,10.736,11.468,12.374,10.781,11.66,4.875,9.301
Faridkot,2023,2023-06-25,2023-07-05,36.897,2.51,10.049,33.865,34.331,30.117,34.026,6.385,7.136
Fatehgarh Sahib,2023,2023-06-25,2023-07-05,38.827,49.406,3.746,6.408,10.851,14.361,27.425,9.421,33.01
Firozpur,2023,2023-06-25,2023-07-05,40.164,2.95,9.087,35.227,35.993,31.14,35.657,6.726,6.551
Gurdaspur,2023,2023-06-25,2023-07-05,77.398,50.857,19.321,56.034,59.432,42.922,56.034,12.605,37.88
Hoshiarpur,2023,2023-06-25,2023-07-05,42.327,18.492,28.142,10.41,19.423,13.976,15.7,7.766,27.953
Jalandhar,2023,2023-06-25,2023-07-05,15.019,22.14,18.824,4.92,6.253,3.492,6.135,3.349,21.331
Kapurthala,2023,2023-06-25,2023-07-05,19.317,30.896,20.443,10.74,12.483,7.623,10.74,3.195,25.166
Ludhiana,2023,2023-06-25,2023-07-05,26.714,23.455,8.018,1.85,3.915,7.31,20.665,7.253,18.169
Mansa,2023,2023-06-25,2023-07-05,5.301,11.199,10.815,1.373,2.841,1.949,2.867,0.986,13.308
Moga,2023,2023-06-25,2023-07-05,24.479,9.262,7.431,12.452,14.04,10.738,12.878,7.284,10.035
Muktsar,2023,2023-06-25,2023-07-05,38.908,0.945,5.342,37.492,37.879,35.147,37.492,5.625,5.552
Patiala,2023,2023-06-25,2023-07-05,36.051,36.741,4.606,13.743,16.651,10.029,20.134,8.863,26.021
Rupnagar,2023,2023-06-25,2023-07-05,68.408,29.961,9.608,14.9,25.023,22.709,31.462,12.61,37.458
Sahibzada Ajit Singh Nagar,2023,2023-06-25,2023-07-05,78.957,29.425,4.776,38.169,47.589,19.297,38.169,10.888,30.977
Sangrur,2023,2023-06-25,2023-07-05,27.484,9.709,6.547,11.952,18.207,10.993,17.248,7.163,9.98
Shahid Bhagat Singh Nagar,2023,2023-06-25,2023-07-05,40.306,11.433,6.323,7.324,13.136,16.25,21.677,8.161,16.3
Tarn Taran,2023,2023-06-25,2023-07-05,51.172,23.046,13.009,41.37,48.687,35.895,41.379,10.122,14.417
Amritsar,2023,2023-07-05,2023-07-15,184.347,83.284,61.068,99.839,181.159,69.515,109.353,43.625,50.084
Barnala,2023,2023-07-05,2023-07-15,152.167,20.552,18.379,51.39,74.217,44.806,95.931,32.468,19.204
Bathinda,2023,2023-07-05,2023-07-15,48.6,17.469,4.994,19.339,38.401,18.533,31.133,12.717,12.416
Faridkot,2023,2023-07-05,2023-07-15,86.465,36.897,2.51,24.57,82.949,53.126,62.996,21.246,19.842
Fatehgarh Sahib,2023,2023-07-05,2023-07-15,335.956,38.827,49.406,29.972,118.972,151.426,294.623,86.003,37.862
Firozpur,2023,2023-07-05,2023-07-15,84.086,40.164,2.95,25.175,79.821,48.715,60.358,17.309,21.521
Gurdaspur,2023,2023-07-05,2023-07-15,254.512,77.398,50.857,100.974,223.424,121.304,148.884,51.954,55.097
Hoshiarpur,2023,2023-07-05,2023-07-15,327.908,42.327,18.492,88.468,229.114,140.377,224.267,82.471,40.001
Jalandhar,2023,2023-07-05,2023-07-15,184.041,15.019,22.14,86.873,165.912,77.921,100.005,48.4,17.518
Kapurthala,2023,2023-07-05,2023-07-15,194.096,19.317,30.896,86.114,177.348,88.575,113.557,48.652,20.13
Ludhiana,2023,2023-07-05,2023-07-15,203.416,26.714,23.455,74.28,134.369,58.243,121.09,53.74,25.582
Mansa,2023,2023-07-05,2023-07-15,42.27,5.301,11.199,11.143,39.316,27.2,35.438,9.258,7.983
Moga,2023,2023-07-05,2023-07-15,116.166,24.479,9.262,62.291,98.179,41.804,62.291,34.678,17.004
Muktsar,2023,2023-07-05,2023-07-15,43.267,38.908,0.945,14.802,42.902,25.964,35.015,9.678,19.242
Patiala,2023,2023-07-05,2023-07-15,314.351,36.051,36.741,33.858,117.156,124.211,269.953,82.622,30.666
Rupnagar,2023,2023-07-05,2023-07-15,523.501,68.408,29.961,52.314,257.797,190.063,439.685,186.911,63.802
Sahibzada Ajit Singh Nagar,2023,2023-07-05,2023-07-15,520.367,78.957,29.425,23.695,252.297,212.915,450.218,129.939,57.732
Sangrur,2023,2023-07-05,2023-07-15,88.912,27.484,9.709,37.56,60.326,28.142,49.243,21.613,19.517
Shahid Bhagat Singh Nagar,2023,2023-07-05,2023-07-15,425.067,40.306,11.433,81.597,245.559,154.25,329.374,152.996,36.819
Tarn Taran,2023,2023-07-05,2023-07-15,157.114,51.172,23.046,61.856,154.405,73.364,101.516,33.895,29.409
Amritsar,2023,2023-07-15,2023-07-25,118.329,184.347,83.284,6.135,12.602,73.011,104.261,29.52,109.549
Barnala,2023,2023-07-15,2023-07-25,21.928,152.167,20.552,4.492,4.579,15.427,16.639,4.057,97.091
Bathinda,2023,2023-07-15,2023-07-25,12.162,48.6,17.469,6.687,6.778,3.675,6.687,2.149,31.864
Faridkot,2023,2023-07-15,2023-07-25,50.893,86.465,36.897,13.611,15.746,30.03,31.497,14.249,54.918
Fatehgarh Sahib,2023,2023-07-15,2023-07-25,50.382,335.956,38.827,5.697,7.693,35.648,40.674,8.088,224.92
Firozpur,2023,2023-07-15,2023-07-25,34.951,84.086,40.164,10.661,11.539,13.334,18.547,10.039,54.196
Gurdaspur,2023,2023-07-15,2023-07-25,123.89,254.512,77.398,32.499,62.301,31.694,60.131,27.985,155.638
Hoshiarpur,2023,2023-07-15,2023-07-25,94.603,327.908,42.327,19.671,29.567,30.453,63.196,29.88,203.264
Jalandhar,2023,2023-07-15,2023-07-25,73.421,184.041,15.019,15.532,28.387,33.16,42.456,10.645,102.639
Kapurthala,2023,2023-07-15,2023-07-25,111.263,194.096,19.317,15.555,32.234,58.825,78.949,19.081,109.721
Ludhiana,2023,2023-07-15,2023-07-25,32.473,203.416,26.714,14.23,16.832,8.946,14.816,7.304,123.467
Mansa,2023,2023-07-15,2023-07-25,19.963,42.27,5.301,11.055,11.211,5.262,11.055,4.989,26.644
Moga,2023,2023-07-15,2023-07-25,33.294,116.166,24.479,11.776,16.101,12.389,16.989,6.537,67.804
Muktsar,2023,2023-07-15,2023-07-25,29.755,43.267,38.908,11.537,12.236,10.162,11.537,8.915,30.212
Patiala,2023,2023-07-15,2023-07-25,51.409,314.351,36.051,7.028,20.273,15.674,28.919,12.994,209.221
Rupnagar,2023,2023-07-15,2023-07-25,64.166,523.501,68.408,15.192,26.821,34.668,36.719,14.693,349.277
Sahibzada Ajit Singh Nagar,2023,2023-07-15,2023-07-25,65.424,520.367,78.957,9.729,11.619,40.989,53.076,13.165,356.484
Sangrur,2023,2023-07-15,2023-07-25,30.564,88.912,27.484,6.402,10.784,12.921,19.771,7.457,56.228
Shahid Bhagat Singh Nagar,2023,2023-07-15,2023-07-25,28.739,425.067,40.306,9.798,15.368,11.722,13.508,5.469,265.015
Tarn Taran,2023,2023-07-15,2023-07-25,78.122,157.114,51.172,6.272,9.284,53.141,68.363,13.9,92.012
Amritsar,2023,2023-07-25,2023-08-04,61.387,118.329,184.347,37.744,46.675,18.351,37.744,17.79,135.994
Barnala,2023,2023-07-25,2023-08-04,56.206,21.928,152.167,23.32,34.655,23.232,31.285,18.064,49.774
Bathinda,2023,2023-07-25,2023-08-04,40.544,12.162,48.6,12.704,27.216,12.199,24.267,10.772,18.405
Faridkot,2023,2023-07-25,2023-08-04,36.844,50.893,86.465,25.19,31.363,13.896,25.19,9.819,57.355
Fatehgarh Sahib,2023,2023-07-25,2023-08-04,69.677,50.382,335.956,35.667,64.708,35.651,59.418,24.955,115.925
Firozpur,2023,2023-07-25,2023-08-04,33.59,34.951,84.086,21.95,27.922,9.655,21.95,7.064,43.679
Gurdaspur,2023,2023-07-25,2023-08-04,36.59,123.89,254.512,23.922,28.902,11.467,23.922,9.519,137.97
Hoshiarpur,2023,2023-07-25,2023-08-04,15.673,94.603,327.908,3.927,5.459,4.689,8.161,2.274,140.996
Jalandhar,2023,2023-07-25,2023-08-04,44.456,73.421,184.041,10.204,23.934,8.288,19.309,7.382,89.048
Kapurthala,2023,2023-07-25,2023-08-04,37.842,111.263,194.096,12.809,27.691,12.243,18.851,8.288,123.373
Ludhiana,2023,2023-07-25,2023-08-04,57.993,32.473,203.416,10.673,36.186,16.892,27.614,11.144,62.958
Mansa,2023,2023-07-25,2023-08-04,38.794,19.963,42.27,11.397,23.133,11.311,22.142,10.806,20.558
Moga,2023,2023-07-25,2023-08-04,21.939,33.294,116.166,7.903,15.116,6.073,10.443,4.055,46.358
Muktsar,2023,2023-07-25,2023-08-04,34.278,29.755,43.267,17.042,30.624,12.698,22.488,7.797,30.062
Patiala,2023,2023-07-25,2023-08-04,92.991,51.409,314.351,38.204,76.255,37.725,68.082,31.081,106.655
Rupnagar,2023,2023-07-25,2023-08-04,79.156,64.166,523.501,20.465,49.012,27.839,48.275,20.814,165.092
Sahibzada Ajit Singh Nagar,2023,2023-07-25,2023-08-04,77.085,65.424,520.367,47.514,57.969,43.936,48.982,14.238,174.322
Sangrur,2023,2023-07-25,2023-08-04,52.886,30.564,88.912,11.156,43.407,26.406,37.553,12.55,38.97
Shahid Bhagat Singh Nagar,2023,2023-07-25,2023-08-04,47.02,28.739,425.067,11.27,29.927,17.507,28.53,12.068,110.78
Tarn Taran,2023,2023-07-25,2023-08-04,31.594,78.122,157.114,19.787,27.328,8.003,19.787,7.457,96.72
Amritsar,2023,2023-08-04,2023-08-14,35.422,61.387,118.329,21.702,25.848,15.244,25.525,7.285,82.941
Barnala,2023,2023-08-04,2023-08-14,35.808,56.206,21.928,12.742,16.825,11.28,18.983,8.795,48.744
Bathinda,2023,2023-08-04,2023-08-14,4.954,40.544,12.162,1.697,2.17,1.54,2.784,1.016,29.376
Faridkot,2023,2023-08-04,2023-08-14,0.229,36.844,50.893,0.0,0.0,0.229,0.229,0.023,37.52
Fatehgarh Sahib,2023,2023-08-04,2023-08-14,31.841,69.677,50.382,8.265,22.943,14.463,22.097,6.808,75.824
Firozpur,2023,2023-08-04,2023-08-14,0.628,33.59,34.951,0.309,0.327,0.153,0.309,0.13,31.62
Gurdaspur,2023,2023-08-04,2023-08-14,148.843,36.59,123.89,38.328,71.885,32.248,68.5,31.292,68.577
Hoshiarpur,2023,2023-08-04,2023-08-14,138.239,15.673,94.603,25.979,56.466,54.188,71.625,31.351,60.75
Jalandhar,2023,2023-08-04,2023-08-14,35.125,44.456,73.421,7.186,13.811,16.071,18.731,7.457,60.501
Kapurthala,2023,2023-08-04,2023-08-14,37.844,37.842,111.263,6.546,16.053,15.236,19.303,9.929,65.13
Ludhiana,2023,2023-08-04,2023-08-14,25.323,57.993,32.473,11.189,18.025,6.566,12.758,5.154,60.669
Mansa,2023,2023-08-04,2023-08-14,1.784,38.794,19.963,0.879,0.95,0.736,0.95,0.705,31.353
Moga,2023,2023-08-04,2023-08-14,11.221,21.939,33.294,2.585,4.188,2.435,5.447,1.768,29.086
Muktsar,2023,2023-08-04,2023-08-14,0.29,34.278,29.755,0.0,0.0,0.29,0.29,0.029,27.775
Patiala,2023,2023-08-04,2023-08-14,27.652,92.991,51.409,12.685,19.138,8.0,18.882,6.565,89.58
Rupnagar,2023,2023-08-04,2023-08-14,148.38,79.156,64.166,5.202,70.103,47.591,71.128,46.184,107.805
Sahibzada Ajit Singh Nagar,2023,2023-08-04,2023-08-14,77.213,77.085,65.424,14.814,35.703,23.615,33.535,13.92,104.221
Sangrur,2023,2023-08-04,2023-08-14,7.838,52.886,30.564,5.318,5.714,4.188,5.414,1.685,44.311
Shahid Bhagat Singh Nagar,2023,2023-08-04,2023-08-14,81.124,47.02,28.739,10.31,42.654,25.649,41.204,21.012,69.095
Tarn Taran,2023,2023-08-04,2023-08-14,7.076,31.594,78.122,4.85,5.207,2.524,5.168,2.315,50.363
Amritsar,2023,2023-08-14,2023-08-24,14.722,35.422,61.387,4.158,11.892,7.702,9.593,2.81,48.989
Barnala,2023,2023-08-14,2023-08-24,14.394,35.808,56.206,0.981,2.499,6.658,11.424,3.862,39.939
Bathinda,2023,2023-08-14,2023-08-24,1.364,4.954,40.544,0.05,0.174,0.607,1.105,0.371,13.448
Faridkot,2023,2023-08-14,2023-08-24,1.634,0.229,36.844,0.672,0.672,0.672,0.962,0.672,13.268
Fatehgarh Sahib,2023,2023-08-14,2023-08-24,31.733,31.841,69.677,0.306,0.502,21.653,30.684,9.867,45.828
Firozpur,2023,2023-08-14,2023-08-24,5.05,0.628,33.59,2.537,2.612,2.262,2.537,2.061,11.424
Gurdaspur,2023,2023-08-14,2023-08-24,75.284,148.843,36.59,47.708,50.679,32.115,47.708,14.46,121.105
Hoshiarpur,2023,2023-08-14,2023-08-24,79.839,138.239,15.673,41.479,45.551,26.511,41.479,25.662,115.5
Jalandhar,2023,2023-08-14,2023-08-24,16.333,35.125,44.456,6.075,7.383,4.008,7.662,3.418,44.827
Kapurthala,2023,2023-08-14,2023-08-24,23.25,37.844,37.842,9.065,10.114,6.48,12.696,4.36,48.454
Ludhiana,2023,2023-08-14,2023-08-24,25.143,25.323,57.993,1.976,9.148,9.232,15.309,6.296,35.62
Mansa,2023,2023-08-14,2023-08-24,1.889,1.784,38.794,0.561,0.626,0.954,1.114,0.6,11.982
Moga,2023,2023-08-14,2023-08-24,16.48,11.221,21.939,7.345,9.041,3.903,7.345,2.682,17.962
Muktsar,2023,2023-08-14,2023-08-24,0.0,0.29,34.278,0.0,0.0,0.0,0.0,0.0,9.92
Patiala,2023,2023-08-14,2023-08-24,25.148,27.652,92.991,0.67,0.743,17.594,21.559,5.158,47.29
Rupnagar,2023,2023-08-14,2023-08-24,126.215,148.38,79.156,31.249,40.037,68.083,82.609,30.281,141.427
Sahibzada Ajit Singh Nagar,2023,2023-08-14,2023-08-24,78.165,77.213,77.085,13.298,15.148,49.76,60.009,12.829,87.876
Sangrur,2023,2023-08-14,2023-08-24,5.379,7.838,52.886,1.057,1.443,2.111,2.767,1.207,19.786
Shahid Bhagat Singh Nagar,2023,2023-08-14,2023-08-24,42.739,81.124,47.02,4.63,7.301,27.922,34.541,8.365,76.506
Tarn Taran,2023,2023-08-14,2023-08-24,5.551,7.076,31.594,0.656,3.84,3.165,3.593,1.003,21.479
Amritsar,2023,2023-08-24,2023-09-03,37.467,14.722,35.422,15.773,31.541,15.768,31.265,15.524,25.377
Barnala,2023,2023-08-24,2023-09-03,13.834,14.394,35.808,8.871,10.43,4.817,8.871,4.13,26.197
Bathinda,2023,2023-08-24,2023-09-03,2.433,1.364,4.954,1.219,2.005,0.759,1.545,0.718,5.865
Faridkot,2023,2023-08-24,2023-09-03,4.917,1.634,0.229,0.0,3.874,2.361,4.917,1.598,5.599
Fatehgarh Sahib,2023,2023-08-24,2023-09-03,22.298,31.733,31.841,9.401,9.402,12.896,12.897,6.302,45.639
Firozpur,2023,2023-08-24,2023-09-03,3.993,5.05,0.628,0.522,2.926,1.282,3.471,1.138,6.913
Gurdaspur,2023,2023-08-24,2023-09-03,19.354,75.284,148.843,13.177,17.121,6.159,13.177,4.812,85.93
Hoshiarpur,2023,2023-08-24,2023-09-03,18.381,79.839,138.239,13.442,13.628,6.664,13.442,5.588,92.797
Jalandhar,2023,2023-08-24,2023-09-03,38.427,16.333,35.125,16.449,28.943,14.715,27.209,12.716,27.147
Kapurthala,2023,2023-08-24,2023-09-03,58.739,23.25,37.844,31.529,51.82,28.493,48.784,21.111,33.553
Ludhiana,2023,2023-08-24,2023-09-03,21.66,25.143,25.323,6.697,9.939,11.701,14.943,5.945,32.597
Mansa,2023,2023-08-24,2023-09-03,1.67,1.889,1.784,0.331,0.421,1.249,1.339,0.415,5.449
Moga,2023,2023-08-24,2023-09-03,12.118,16.48,11.221,5.714,7.756,2.975,5.714,2.306,16.873
Muktsar,2023,2023-08-24,2023-09-03,5.093,0.0,0.29,0.0,5.044,3.081,5.093,2.075,3.459
Patiala,2023,2023-08-24,2023-09-03,26.686,25.148,27.652,7.852,7.941,18.66,18.834,5.929,39.702
Rupnagar,2023,2023-08-24,2023-09-03,32.433,126.215,148.38,25.67,26.16,12.892,25.67,7.258,150.057
Sahibzada Ajit Singh Nagar,2023,2023-08-24,2023-09-03,26.951,78.165,77.213,24.154,24.155,18.596,24.154,5.46,97.296
Sangrur,2023,2023-08-24,2023-09-03,4.932,5.379,7.838,1.852,1.974,2.958,3.08,1.792,11.124
Shahid Bhagat Singh Nagar,2023,2023-08-24,2023-09-03,25.426,42.739,81.124,15.529,15.668,11.793,15.529,9.946,64.422
Tarn Taran,2023,2023-08-24,2023-09-03,25.279,5.551,7.076,7.93,21.879,13.905,21.673,8.342,11.0
Amritsar,2023,2023-09-03,2023-09-13,1.138,37.467,14.722,0.155,0.155,0.515,0.823,0.328,30.074
Barnala,2023,2023-09-03,2023-09-13,0.0,13.834,14.394,0.0,0.0,0.0,0.0,0.0,16.163
Bathinda,2023,2023-09-03,2023-09-13,0.0,2.433,1.364,0.0,0.0,0.0,0.0,0.0,3.326
Faridkot,2023,2023-09-03,2023-09-13,0.0,4.917,1.634,0.0,0.0,0.0,0.0,0.0,4.835
Fatehgarh Sahib,2023,2023-09-03,2023-09-13,1.669,22.298,31.733,0.0,0.0,0.858,1.669,0.816,28.366
Firozpur,2023,2023-09-03,2023-09-13,0.0,3.993,5.05,0.0,0.0,0.0,0.0,0.0,4.693
Gurdaspur,2023,2023-09-03,2023-09-13,10.456,19.354,75.284,1.866,1.866,4.038,7.532,3.04,39.881
Hoshiarpur,2023,2023-09-03,2023-09-13,7.792,18.381,79.839,0.811,0.811,5.83,6.653,1.114,41.635
Jalandhar,2023,2023-09-03,2023-09-13,1.319,38.427,16.333,0.875,0.875,0.875,0.875,0.481,31.411
Kapurthala,2023,2023-09-03,2023-09-13,2.241,58.739,23.25,1.727,1.727,1.727,1.727,0.625,44.527
Ludhiana,2023,2023-09-03,2023-09-13,0.138,21.66,25.143,0.008,0.008,0.053,0.13,0.047,24.056
Mansa,2023,2023-09-03,2023-09-13,0.0,1.67,1.889,0.0,0.0,0.0,0.0,0.0,2.93
Moga,2023,2023-09-03,2023-09-13,1.171,12.118,16.48,0.872,0.872,0.872,0.872,0.356,13.229
Muktsar,2023,2023-09-03,2023-09-13,0.0,5.093,0.0,0.0,0.0,0.0,0.0,0.0,4.101
Patiala,2023,2023-09-03,2023-09-13,3.565,26.686,25.148,0.0,0.0,3.529,3.565,0.383,29.545
Rupnagar,2023,2023-09-03,2023-09-13,15.48,32.433,126.215,0.403,0.404,11.575,15.076,3.945,68.47
Sahibzada Ajit Singh Nagar,2023,2023-09-03,2023-09-13,7.341,26.951,78.165,0.008,0.01,3.869,6.837,2.5,45.472
Sangrur,2023,2023-09-03,2023-09-13,0.0,4.932,5.379,0.0,0.0,0.0,0.0,0.0,6.76
Shahid Bhagat Singh Nagar,2023,2023-09-03,2023-09-13,7.248,25.426,42.739,0.287,0.287,6.105,6.961,1.375,36.108
Tarn Taran,2023,2023-09-03,2023-09-13,0.137,25.279,5.551,0.116,0.116,0.116,0.116,0.03,18.235
Amritsar,2023,2023-09-13,2023-09-23,91.459,1.138,37.467,7.971,7.98,39.08,83.479,27.142,11.408
Barnala,2023,2023-09-13,2023-09-23,43.6,0.0,13.834,0.055,14.611,15.688,30.244,12.331,5.636
Bathinda,2023,2023-09-13,2023-09-23,23.548,0.0,2.433,0.0,9.938,9.642,13.996,7.314,1.16
Faridkot,2023,2023-09-13,2023-09-23,50.654,0.0,4.917,0.0,4.575,27.23,45.916,17.034,1.686
Fatehgarh Sahib,2023,2023-09-13,2023-09-23,42.976,1.669,22.298,1.059,19.821,19.211,37.973,12.627,11.316
Firozpur,2023,2023-09-13,2023-09-23,44.979,0.0,3.993,0.04,5.797,15.453,38.277,14.274,1.636
Gurdaspur,2023,2023-09-13,2023-09-23,91.541,10.456,19.354,17.295,18.526,36.142,72.889,27.653,21.894
Hoshiarpur,2023,2023-09-13,2023-09-23,111.581,7.792,18.381,1.397,24.817,46.288,86.576,36.58,21.081
Jalandhar,2023,2023-09-13,2023-09-23,44.874,1.319,38.427,10.095,14.322,17.039,27.636,9.976,11.696
Kapurthala,2023,2023-09-13,2023-09-23,53.344,2.241,58.739,9.594,10.8,20.832,42.544,19.738,16.73
Ludhiana,2023,2023-09-13,2023-09-23,41.47,0.138,21.66,11.52,17.571,13.539,19.59,7.329,8.497
Mansa,2023,2023-09-13,2023-09-23,29.466,0.0,1.67,0.0,21.718,17.081,24.941,5.881,1.022
Moga,2023,2023-09-13,2023-09-23,23.714,1.171,12.118,0.356,5.128,10.766,18.503,6.819,5.247
Muktsar,2023,2023-09-13,2023-09-23,53.714,0.0,5.093,0.0,6.689,18.877,42.598,13.338,1.43
Patiala,2023,2023-09-13,2023-09-23,75.742,3.565,26.686,3.893,43.533,27.548,61.027,22.003,13.193
Rupnagar,2023,2023-09-13,2023-09-23,22.724,15.48,32.433,0.64,3.186,16.371,21.598,4.252,37.398
Sahibzada Ajit Singh Nagar,2023,2023-09-13,2023-09-23,30.922,7.341,26.951,1.78,20.592,15.193,28.418,10.165,22.188
Sangrur,2023,2023-09-13,2023-09-23,64.752,0.0,4.932,0.656,41.537,32.777,52.559,13.788,2.357
Shahid Bhagat Singh Nagar,2023,2023-09-13,2023-09-23,17.663,7.248,25.426,4.171,5.206,10.083,12.565,4.579,18.917
Tarn Taran,2023,2023-09-13,2023-09-23,69.879,0.137,25.279,4.37,4.814,33.54,65.065,24.626,6.429
Amritsar,2023,2023-09-23,2023-09-30,20.986,83.488,8.954,20.986,20.986,18.804,20.986,8.329,67.643
Barnala,2023,2023-09-23,2023-09-30,9.081,43.545,0.055,9.081,9.081,4.592,9.081,3.691,30.899
Bathinda,2023,2023-09-23,2023-09-30,6.414,23.548,0.0,6.414,6.414,4.775,6.414,2.49,16.164
Faridkot,2023,2023-09-23,2023-09-30,19.652,50.654,0.0,19.652,19.652,10.133,19.652,9.405,37.705
Fatehgarh Sahib,2023,2023-09-23,2023-09-30,16.136,41.917,2.728,16.136,16.136,15.555,16.136,6.571,30.905
Firozpur,2023,2023-09-23,2023-09-30,12.054,44.939,0.04,12.054,12.054,6.81,12.054,5.355,32.593
Gurdaspur,2023,2023-09-23,2023-09-30,4.641,74.246,25.885,4.641,4.641,4.015,4.641,1.956,67.864
Hoshiarpur,2023,2023-09-23,2023-09-30,12.859,110.184,8.378,12.859,12.859,9.192,12.859,5.877,81.481
Jalandhar,2023,2023-09-23,2023-09-30,15.523,34.779,10.539,15.523,15.523,13.351,15.523,6.352,32.897
Kapurthala,2023,2023-09-23,2023-09-30,8.158,43.75,10.108,8.158,8.158,6.766,8.158,3.454,41.807
Ludhiana,2023,2023-09-23,2023-09-30,28.307,29.95,11.65,28.307,28.307,16.225,28.307,13.422,28.793
Mansa,2023,2023-09-23,2023-09-30,11.992,29.466,0.0,11.992,11.992,6.331,11.992,5.518,17.758
Moga,2023,2023-09-23,2023-09-30,17.444,23.358,0.655,17.444,17.444,11.916,17.444,6.481,17.892
Muktsar,2023,2023-09-23,2023-09-30,3.943,53.714,0.0,3.943,3.943,2.437,3.943,1.871,39.694
Patiala,2023,2023-09-23,2023-09-30,16.224,71.849,7.458,16.224,16.224,15.06,16.224,6.616,51.649
Rupnagar,2023,2023-09-23,2023-09-30,20.834,22.084,15.716,20.834,20.834,12.963,20.834,9.854,27.872
Sahibzada Ajit Singh Nagar,2023,2023-09-23,2023-09-30,8.718,29.142,9.105,8.718,8.718,7.587,8.718,3.641,26.212
Sangrur,2023,2023-09-23,2023-09-30,12.518,64.096,0.656,12.518,12.518,7.957,12.518,5.434,40.175
Shahid Bhagat Singh Nagar,2023,2023-09-23,2023-09-30,19.519,13.492,11.132,19.519,19.519,12.585,19.519,9.194,17.396
Tarn Taran,2023,2023-09-23,2023-09-30,26.123,65.509,4.391,26.123,26.123,20.311,26.123,10.262,52.944
Amritsar,2024,2024-06-15,2024-06-25,4.18,2.038,0.318,0.0,0.019,2.727,4.161,1.563,1.283
Barnala,2024,2024-06-15,2024-06-25,6.36,2.118,0.637,0.0,0.0,6.36,6.36,0.636,1.294
Bathinda,2024,2024-06-15,2024-06-25,5.231,1.78,0.606,0.0,0.0,4.486,5.231,1.119,1.058
Faridkot,2024,2024-06-15,2024-06-25,6.725,2.146,0.031,0.0,0.0,6.364,6.725,0.961,1.128
Fatehgarh Sahib,2024,2024-06-15,2024-06-25,3.277,1.036,0.729,0.0,0.0,3.183,3.277,0.403,0.759
Firozpur,2024,2024-06-15,2024-06-25,13.958,2.673,0.047,0.0,0.0,7.31,13.958,6.714,1.324
Gurdaspur,2024,2024-06-15,2024-06-25,3.391,2.812,1.022,0.0,0.36,2.736,3.096,0.598,2.476
Hoshiarpur,2024,2024-06-15,2024-06-25,4.995,4.099,3.897,0.0,0.018,4.977,4.995,0.514,3.516
Jalandhar,2024,2024-06-15,2024-06-25,2.153,3.953,1.085,0.0,0.109,2.039,2.148,0.302,2.219
Kapurthala,2024,2024-06-15,2024-06-25,1.648,2.656,0.938,0.0,0.216,1.432,1.648,0.338,1.651
Ludhiana,2024,2024-06-15,2024-06-25,2.053,4.41,0.005,0.0,0.001,2.052,2.053,0.206,2.011
Mansa,2024,2024-06-15,2024-06-25,7.385,1.195,0.394,0.0,0.0,6.392,7.385,1.533,0.858
Moga,2024,2024-06-15,2024-06-25,4.735,2.247,0.095,0.0,0.109,4.395,4.626,0.647,1.211
Muktsar,2024,2024-06-15,2024-06-25,12.51,3.387,0.836,0.0,0.0,9.361,12.51,3.77,1.834
Patiala,2024,2024-06-15,2024-06-25,8.173,1.755,1.06,0.0,0.0,8.135,8.173,0.836,1.174
Rupnagar,2024,2024-06-15,2024-06-25,9.182,2.877,2.28,0.0,0.0,9.084,9.182,0.997,2.202
Sahibzada Ajit Singh Nagar,2024,2024-06-15,2024-06-25,4.848,4.752,0.455,0.0,0.0,4.643,4.848,0.649,2.26
Sangrur,2024,2024-06-15,2024-06-25,9.32,1.34,0.552,0.0,0.0,9.27,9.32,0.972,0.829
Shahid Bhagat Singh Nagar,2024,2024-06-15,2024-06-25,5.826,2.891,0.331,0.0,0.0,5.826,5.826,0.583,1.473
Tarn Taran,2024,2024-06-15,2024-06-25,1.218,2.766,0.055,0.0,0.014,0.927,1.204,0.342,1.449
Amritsar,2024,2024-06-25,2024-07-05,66.441,4.18,2.038,7.848,7.849,28.416,32.902,22.532,3.387
Barnala,2024,2024-06-25,2024-07-05,74.258,6.36,2.118,23.037,37.013,30.13,37.013,23.746,4.624
Bathinda,2024,2024-06-25,2024-07-05,38.452,5.231,1.78,8.902,11.244,22.844,25.714,10.296,3.856
Faridkot,2024,2024-06-25,2024-07-05,8.135,6.725,2.146,2.233,5.133,2.9,5.133,2.628,4.832
Fatehgarh Sahib,2024,2024-06-25,2024-07-05,34.329,3.277,1.036,2.736,12.433,10.727,21.634,9.799,2.429
