date,dam,level_value,level_unit,storage_value,storage_unit,pct_capacity,source_url
2016-08-22,Bhakra,498.153,m,3.908,BCM,62.74,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-23,Bhakra,498.46,m,3.94767,BCM,63.38,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-24,Bhakra,498.76,m,3.987,BCM,64.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-25,Bhakra,499.04,m,4.0226,BCM,64.58,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-26,Bhakra,499.34,m,4.06163,BCM,65.21,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-27,Bhakra,499.56,m,4.09002,BCM,65.66,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-28,Bhakra,499.91,m,4.13593,BCM,66.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-29,Bhakra,500.22,m,4.17966,BCM,67.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-30,Bhakra,500.6,m,4.23431,BCM,67.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-08-31,Bhakra,501.02,m,4.29422,BCM,68.94,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-01,Bhakra,501.396,m,4.34888,BCM,69.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-02,Bhakra,501.8,m,4.40747,BCM,70.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-03,Bhakra,502.1,m,4.44989,BCM,71.44,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-04,Bhakra,502.323,m,4.48181,BCM,71.95,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-05,Bhakra,502.5,m,4.5076,BCM,72.36,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-06,Bhakra,502.633,m,4.52641,BCM,72.67,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-07,Bhakra,502.69,m,4.53384,BCM,72.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-08,Bhakra,502.74,m,4.54171,BCM,72.91,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-09,Bhakra,502.79,m,4.54914,BCM,73.03,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-10,Bhakra,502.84,m,4.55571,BCM,73.14,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-11,Bhakra,502.89,m,4.5627,BCM,73.25,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-12,Bhakra,502.94,m,4.57013,BCM,73.37,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-13,Bhakra,503.04,m,4.585,BCM,73.61,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-14,Bhakra,503.13,m,4.59812,BCM,73.82,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-15,Bhakra,503.15,m,4.60074,BCM,73.86,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-16,Bhakra,503.14,m,4.59943,BCM,73.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-17,Bhakra,503.13,m,4.59724,BCM,73.8,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-18,Bhakra,503.11,m,4.59506,BCM,73.77,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-19,Bhakra,503.09,m,4.59243,BCM,73.73,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-20,Bhakra,503.05,m,4.58675,BCM,73.64,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-21,Bhakra,503.04,m,4.58413,BCM,73.59,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-22,Bhakra,503.04,m,4.58413,BCM,73.59,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-23,Bhakra,503.08,m,4.58981,BCM,73.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-24,Bhakra,503.09,m,4.59243,BCM,73.73,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-25,Bhakra,503.08,m,4.59068,BCM,73.7,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-26,Bhakra,503.01,m,4.58107,BCM,73.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-27,Bhakra,502.97,m,4.5745,BCM,73.44,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-28,Bhakra,502.93,m,4.56926,BCM,73.35,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-29,Bhakra,502.85,m,4.55745,BCM,73.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2016-09-30,Bhakra,502.82,m,4.55352,BCM,73.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-01,Bhakra,473.45,m,1.38923,BCM,22.3,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-02,Bhakra,473.77,m,1.41076,BCM,22.65,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-03,Bhakra,474.08,m,1.43167,BCM,22.98,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-04,Bhakra,474.32,m,1.44745,BCM,23.24,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-05,Bhakra,474.59,m,1.46549,BCM,23.53,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-06,Bhakra,474.99,m,1.49235,BCM,23.96,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-07,Bhakra,475.41,m,1.52126,BCM,24.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-08,Bhakra,475.87,m,1.55791,BCM,25.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-09,Bhakra,476.34,m,1.59675,BCM,25.63,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-10,Bhakra,476.77,m,1.63331,BCM,26.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-11,Bhakra,477.15,m,1.66453,BCM,26.72,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-12,Bhakra,477.48,m,1.69195,BCM,27.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-13,Bhakra,477.77,m,1.71657,BCM,27.56,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-14,Bhakra,477.73,m,1.71251,BCM,27.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-15,Bhakra,477.58,m,1.70033,BCM,27.3,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-16,Bhakra,477.56,m,1.6988,BCM,27.27,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-17,Bhakra,477.43,m,1.68764,BCM,27.09,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-18,Bhakra,477.18,m,1.66682,BCM,26.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-19,Bhakra,476.98,m,1.65057,BCM,26.5,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-20,Bhakra,476.86,m,1.64042,BCM,26.34,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-21,Bhakra,476.75,m,1.63153,BCM,26.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-22,Bhakra,476.76,m,1.63204,BCM,26.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-23,Bhakra,476.76,m,1.63204,BCM,26.2,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-24,Bhakra,476.74,m,1.63026,BCM,26.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-25,Bhakra,476.72,m,1.62874,BCM,26.15,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-26,Bhakra,476.69,m,1.6262,BCM,26.11,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-27,Bhakra,476.73,m,1.62925,BCM,26.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-28,Bhakra,476.86,m,1.64042,BCM,26.34,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-29,Bhakra,477.08,m,1.6587,BCM,26.63,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-06-30,Bhakra,477.48,m,1.6917,BCM,27.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-01,Bhakra,477.92,m,1.72876,BCM,27.75,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-02,Bhakra,478.33,m,1.76278,BCM,28.3,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-03,Bhakra,478.81,m,1.80289,BCM,28.94,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-04,Bhakra,479.25,m,1.8397,BCM,29.53,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-05,Bhakra,479.77,m,1.8826,BCM,30.22,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-06,Bhakra,480.26,m,1.92373,BCM,30.88,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-07,Bhakra,480.78,m,1.96663,BCM,31.57,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-08,Bhakra,481.23,m,2.00471,BCM,32.18,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-09,Bhakra,481.65,m,2.04032,BCM,32.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-10,Bhakra,481.98,m,2.0733,BCM,33.28,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-11,Bhakra,482.53,m,2.12857,BCM,34.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-12,Bhakra,483.1,m,2.18536,BCM,35.08,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-13,Bhakra,483.68,m,2.24429,BCM,36.03,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-14,Bhakra,484.24,m,2.30047,BCM,36.93,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-15,Bhakra,484.8,m,2.35635,BCM,37.83,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-16,Bhakra,485.34,m,2.40979,BCM,38.69,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-17,Bhakra,486.0,m,2.47666,BCM,39.76,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-18,Bhakra,486.64,m,2.54073,BCM,40.79,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-19,Bhakra,487.35,m,2.61162,BCM,41.93,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-20,Bhakra,488.02,m,2.68293,BCM,43.07,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-21,Bhakra,488.77,m,2.76866,BCM,44.45,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-22,Bhakra,489.44,m,2.84567,BCM,45.68,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-23,Bhakra,490.06,m,2.91712,BCM,46.83,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-24,Bhakra,490.66,m,2.98507,BCM,47.92,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-25,Bhakra,491.35,m,3.06417,BCM,49.19,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-26,Bhakra,492.08,m,3.14816,BCM,50.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-27,Bhakra,492.82,m,3.2318,BCM,51.88,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-28,Bhakra,493.47,m,3.30602,BCM,53.07,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-29,Bhakra,494.07,m,3.37982,BCM,54.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-30,Bhakra,494.65,m,3.45474,BCM,55.46,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-07-31,Bhakra,495.26,m,3.534,BCM,56.73,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-01,Bhakra,496.11,m,3.64363,BCM,58.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-02,Bhakra,496.11,m,3.64363,BCM,58.49,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-03,Bhakra,497.97,m,3.88457,BCM,62.36,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-04,Bhakra,498.67,m,3.97488,BCM,63.81,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-05,Bhakra,499.45,m,4.07622,BCM,65.44,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-06,Bhakra,500.26,m,4.18621,BCM,67.21,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-07,Bhakra,500.41,m,4.3515,BCM,69.86,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-08,Bhakra,502.36,m,4.48705,BCM,72.03,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-09,Bhakra,502.89,m,4.56314,BCM,73.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-10,Bhakra,503.39,m,4.63485,BCM,74.41,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-11,Bhakra,503.95,m,4.71574,BCM,75.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-12,Bhakra,504.37,m,4.77521,BCM,76.66,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-13,Bhakra,504.75,m,4.82986,BCM,77.54,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-14,Bhakra,505.12,m,4.88365,BCM,78.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-15,Bhakra,505.39,m,4.92169,BCM,79.01,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-16,Bhakra,505.57,m,4.94705,BCM,79.42,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-17,Bhakra,505.74,m,4.97154,BCM,79.81,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-18,Bhakra,505.92,m,4.99777,BCM,80.23,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-19,Bhakra,506.274,m,5.05143,BCM,81.1,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-20,Bhakra,506.69,m,5.11809,BCM,82.17,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-21,Bhakra,506.96,m,5.1599,BCM,82.84,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-22,Bhakra,507.19,m,5.19522,BCM,83.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-23,Bhakra,507.38,m,5.22474,BCM,83.88,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-24,Bhakra,507.58,m,5.25712,BCM,84.4,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-25,Bhakra,507.92,m,5.30901,BCM,85.23,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-26,Bhakra,508.21,m,5.3552,BCM,85.97,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-27,Bhakra,508.42,m,5.38805,BCM,86.5,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-28,Bhakra,508.58,m,5.41328,BCM,86.9,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-29,Bhakra,508.68,m,5.42899,BCM,87.16,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-30,Bhakra,508.8,m,5.44661,BCM,87.44,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-08-31,Bhakra,508.91,m,5.46375,BCM,87.71,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-01,Bhakra,509.01,m,5.47946,BCM,87.97,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-02,Bhakra,509.24,m,5.51565,BCM,88.55,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
2017-09-03,Bhakra,509.52,m,5.55993,BCM,89.26,https://www.data.gov.in/resource/daily-data-reservoir-level-central-water-commission-cwc
